cycle_id,subject,population,block,trial,side,cycle_in_trial,class_label,fmg_start_sample,fmg_end_sample_exclusive,raw_samples,duration_s,contact_threshold
Sub01_H_T30_R_C02,Sub01_H,healthy,21,30,right,2,unassigned_steady_or_transition,27152,27261,109,1.1000000000001364,1361.065
Sub01_H_T30_R_C03,Sub01_H,healthy,21,30,right,3,unassigned_steady_or_transition,27261,27376,115,1.1599999999998545,1361.065
Sub01_H_T30_R_C04,Sub01_H,healthy,21,30,right,4,unassigned_steady_or_transition,27376,27491,115,1.1499999999998636,1361.065
Sub01_H_T30_R_C05,Sub01_H,healthy,21,30,right,5,unassigned_steady_or_transition,27491,27613,122,1.2300000000000182,1361.065
Sub01_H_T30_R_C06,Sub01_H,healthy,21,30,right,6,unassigned_steady_or_transition,27613,27736,123,1.25,1361.065
Sub01_H_T30_R_C07,Sub01_H,healthy,21,30,right,7,unassigned_steady_or_transition,27736,27851,115,1.1600000000000819,1361.065
Sub01_H_T30_R_C08,Sub01_H,healthy,21,30,right,8,unassigned_steady_or_transition,27851,27966,115,1.1499999999998636,1361.065
Sub01_H_T30_R_C09,Sub01_H,healthy,21,30,right,9,unassigned_steady_or_transition,27966,28087,121,1.2199999999998,1361.065
Sub01_H_T30_R_C10,Sub01_H,healthy,21,30,right,10,gait_termination,28087,28212,125,1.259999999999991,1361.065
Sub01_H_T31_L_C01,Sub01_H,healthy,21,31,left,1,gait_initiation,29841,29960,119,1.2100000000000364,2815.16715
Sub01_H_T31_L_C02,Sub01_H,healthy,21,31,left,2,unassigned_steady_or_transition,29960,30084,124,1.25,2815.16715
Sub01_H_T31_L_C03,Sub01_H,healthy,21,31,left,3,unassigned_steady_or_transition,30084,30197,113,1.1400000000001,2815.16715
Sub01_H_T31_L_C04,Sub01_H,healthy,21,31,left,4,unassigned_steady_or_transition,30197,30317,120,1.2100000000000364,2815.16715
Sub01_H_T31_L_C05,Sub01_H,healthy,21,31,left,5,unassigned_steady_or_transition,30317,30434,117,1.1799999999998363,2815.16715
Sub01_H_T31_L_C06,Sub01_H,healthy,21,31,left,6,unassigned_steady_or_transition,30434,30551,117,1.1800000000000637,2815.16715
Sub01_H_T31_L_C07,Sub01_H,healthy,21,31,left,7,unassigned_steady_or_transition,30551,30669,118,1.1800000000000637,2815.16715
Sub01_H_T31_L_C08,Sub01_H,healthy,21,31,left,8,unassigned_steady_or_transition,30669,30794,125,1.259999999999991,2815.16715
Sub01_H_T31_L_C09,Sub01_H,healthy,21,31,left,9,unassigned_steady_or_transition,30794,30912,118,1.1800000000000637,2815.16715
Sub01_H_T31_L_C10,Sub01_H,healthy,21,31,left,10,gait_termination,30912,31030,118,1.1900000000000546,2815.16715
Sub01_H_T31_R_C01,Sub01_H,healthy,21,31,right,1,gait_initiation,29822,29950,128,1.2899999999999636,-1464.29
Sub01_H_T31_R_C02,Sub01_H,healthy,21,31,right,2,unassigned_steady_or_transition,29950,30042,92,0.9299999999998363,-1464.29
Sub01_H_T31_R_C03,Sub01_H,healthy,21,31,right,3,unassigned_steady_or_transition,30042,30168,126,1.259999999999991,-1464.29
Sub01_H_T31_R_C04,Sub01_H,healthy,21,31,right,4,unassigned_steady_or_transition,30168,30305,137,1.3899999999998727,-1464.29
Sub01_H_T31_R_C05,Sub01_H,healthy,21,31,right,5,unassigned_steady_or_transition,30305,30408,103,1.0299999999999727,-1464.29
Sub01_H_T31_R_C06,Sub01_H,healthy,21,31,right,6,unassigned_steady_or_transition,30408,30534,126,1.2699999999999818,-1464.29
Sub01_H_T31_R_C07,Sub01_H,healthy,21,31,right,7,unassigned_steady_or_transition,30534,30663,129,1.2899999999999636,-1464.29
Sub01_H_T31_R_C08,Sub01_H,healthy,21,31,right,8,unassigned_steady_or_transition,30663,30789,126,1.259999999999991,-1464.29
Sub01_H_T31_R_C09,Sub01_H,healthy,21,31,right,9,unassigned_steady_or_transition,30789,30906,117,1.1800000000000637,-1464.29
Sub01_H_T31_R_C10,Sub01_H,healthy,21,31,right,10,gait_termination,30906,31017,111,1.1199999999998909,-1464.29
Sub01_H_T32_L_C01,Sub01_H,healthy,21,32,left,1,gait_initiation,32573,32690,117,1.1799999999998363,2832.37225
Sub01_H_T32_L_C02,Sub01_H,healthy,21,32,left,2,unassigned_steady_or_transition,32690,32799,109,1.1000000000001364,2832.37225
Sub01_H_T32_L_C03,Sub01_H,healthy,21,32,left,3,unassigned_steady_or_transition,32799,32912,113,1.1299999999998818,2832.37225
Sub01_H_T32_L_C04,Sub01_H,healthy,21,32,left,4,unassigned_steady_or_transition,32912,33032,120,1.2100000000000364,2832.37225
Sub01_H_T32_L_C05,Sub01_H,healthy,21,32,left,5,unassigned_steady_or_transition,33032,33157,125,1.259999999999991,2832.37225
Sub01_H_T32_L_C06,Sub01_H,healthy,21,32,left,6,unassigned_steady_or_transition,33157,33285,128,1.290000000000191,2832.37225
Sub01_H_T32_L_C07,Sub01_H,healthy,21,32,left,7,unassigned_steady_or_transition,33285,33400,115,1.1499999999998636,2832.37225
Sub01_H_T32_L_C08,Sub01_H,healthy,21,32,left,8,unassigned_steady_or_transition,33400,33518,118,1.1900000000000546,2832.37225
Sub01_H_T32_L_C09,Sub01_H,healthy,21,32,left,9,unassigned_steady_or_transition,33518,33640,122,1.2300000000000182,2832.37225
Sub01_H_T32_L_C10,Sub01_H,healthy,21,32,left,10,gait_termination,33640,33777,137,1.3799999999998818,2832.37225
Sub01_H_T32_R_C01,Sub01_H,healthy,21,32,right,1,gait_initiation,32515,32632,117,1.1800000000000637,1381.21
Sub01_H_T32_R_C02,Sub01_H,healthy,21,32,right,2,unassigned_steady_or_transition,32632,32743,111,1.1200000000001182,1381.21
Sub01_H_T32_R_C03,Sub01_H,healthy,21,32,right,3,unassigned_steady_or_transition,32743,32857,114,1.1499999999998636,1381.21
Sub01_H_T32_R_C04,Sub01_H,healthy,21,32,right,4,unassigned_steady_or_transition,32857,32971,114,1.1400000000001,1381.21
Sub01_H_T32_R_C05,Sub01_H,healthy,21,32,right,5,unassigned_steady_or_transition,32971,33092,121,1.2200000000000273,1381.21
Sub01_H_T32_R_C06,Sub01_H,healthy,21,32,right,6,unassigned_steady_or_transition,33092,33223,131,1.3199999999999363,1381.21
Sub01_H_T32_R_C07,Sub01_H,healthy,21,32,right,7,unassigned_steady_or_transition,33223,33341,118,1.1900000000000546,1381.21
Sub01_H_T32_R_C08,Sub01_H,healthy,21,32,right,8,unassigned_steady_or_transition,33341,33458,117,1.1700000000000728,1381.21
Sub01_H_T32_R_C09,Sub01_H,healthy,21,32,right,9,unassigned_steady_or_transition,33458,33581,123,1.240000000000009,1381.21
Sub01_H_T32_R_C10,Sub01_H,healthy,21,32,right,10,gait_termination,33581,33704,123,1.2300000000000182,1381.21
Sub01_H_T33_L_C01,Sub01_H,healthy,21,33,left,1,gait_initiation,37734,37857,123,1.25,2836.4065
Sub01_H_T33_L_C02,Sub01_H,healthy,21,33,left,2,unassigned_steady_or_transition,37857,37966,109,1.1000000000001364,2836.4065
Sub01_H_T33_L_C03,Sub01_H,healthy,21,33,left,3,unassigned_steady_or_transition,37966,38076,110,1.1099999999999,2836.4065
Sub01_H_T33_L_C04,Sub01_H,healthy,21,33,left,4,unassigned_steady_or_transition,38076,38190,114,1.1600000000000819,2836.4065
Sub01_H_T33_L_C05,Sub01_H,healthy,21,33,left,5,unassigned_steady_or_transition,38190,38301,111,1.1200000000001182,2836.4065
Sub01_H_T33_L_C06,Sub01_H,healthy,21,33,left,6,unassigned_steady_or_transition,38301,38413,112,1.1299999999998818,2836.4065
Sub01_H_T33_L_C07,Sub01_H,healthy,21,33,left,7,unassigned_steady_or_transition,38413,38524,111,1.1200000000001182,2836.4065
Sub01_H_T33_L_C08,Sub01_H,healthy,21,33,left,8,unassigned_steady_or_transition,38524,38645,121,1.2100000000000364,2836.4065
Sub01_H_T33_L_C09,Sub01_H,healthy,21,33,left,9,unassigned_steady_or_transition,38645,38768,123,1.240000000000009,2836.4065
Sub01_H_T33_L_C10,Sub01_H,healthy,21,33,left,10,gait_termination,38768,38885,117,1.1699999999998454,2836.4065
Sub01_H_T33_R_C01,Sub01_H,healthy,21,33,right,1,gait_initiation,37720,37846,126,1.2799999999999727,-1448.3700000000001
Sub01_H_T33_R_C02,Sub01_H,healthy,21,33,right,2,unassigned_steady_or_transition,37846,37937,91,0.9200000000000728,-1448.3700000000001
Sub01_H_T33_R_C03,Sub01_H,healthy,21,33,right,3,unassigned_steady_or_transition,37937,38065,128,1.2899999999999636,-1448.3700000000001
Sub01_H_T33_R_C04,Sub01_H,healthy,21,33,right,4,unassigned_steady_or_transition,38065,38150,85,0.8599999999999,-1448.3700000000001
Sub01_H_T33_R_C05,Sub01_H,healthy,21,33,right,5,unassigned_steady_or_transition,38150,38284,134,1.3500000000001364,-1448.3700000000001
Sub01_H_T33_R_C06,Sub01_H,healthy,21,33,right,6,unassigned_steady_or_transition,38284,38386,102,1.0299999999999727,-1448.3700000000001
Sub01_H_T33_R_C07,Sub01_H,healthy,21,33,right,7,unassigned_steady_or_transition,38386,38513,127,1.2799999999999727,-1448.3700000000001
Sub01_H_T33_R_C08,Sub01_H,healthy,21,33,right,8,unassigned_steady_or_transition,38513,38638,125,1.259999999999991,-1448.3700000000001
Sub01_H_T33_R_C09,Sub01_H,healthy,21,33,right,9,unassigned_steady_or_transition,38638,38758,120,1.2100000000000364,-1448.3700000000001
Sub01_H_T33_R_C10,Sub01_H,healthy,21,33,right,10,gait_termination,38758,38876,118,1.1900000000000546,-1448.3700000000001
Sub01_H_T34_L_C01,Sub01_H,healthy,21,34,left,1,gait_initiation,39923,40044,121,1.2200000000000273,-2922.1377
Sub01_H_T34_L_C02,Sub01_H,healthy,21,34,left,2,unassigned_steady_or_transition,40044,40156,112,1.1300000000001091,-2922.1377
Sub01_H_T34_L_C03,Sub01_H,healthy,21,34,left,3,unassigned_steady_or_transition,40156,40271,115,1.1499999999998636,-2922.1377
Sub01_H_T34_L_C04,Sub01_H,healthy,21,34,left,4,unassigned_steady_or_transition,40271,40391,120,1.2100000000000364,-2922.1377
Sub01_H_T34_L_C05,Sub01_H,healthy,21,34,left,5,unassigned_steady_or_transition,40391,40511,120,1.2100000000000364,-2922.1377
Sub01_H_T34_L_C06,Sub01_H,healthy,21,34,left,6,unassigned_steady_or_transition,40511,40635,124,1.25,-2922.1377
Sub01_H_T34_L_C07,Sub01_H,healthy,21,34,left,7,unassigned_steady_or_transition,40635,40750,115,1.1600000000000819,-2922.1377
Sub01_H_T34_L_C08,Sub01_H,healthy,21,34,left,8,unassigned_steady_or_transition,40750,40832,82,0.8199999999999363,-2922.1377
Sub01_H_T34_L_C09,Sub01_H,healthy,21,34,left,9,unassigned_steady_or_transition,40832,40987,155,1.5700000000001637,-2922.1377
Sub01_H_T34_L_C10,Sub01_H,healthy,21,34,left,10,gait_termination,40987,41117,130,1.3099999999999454,-2922.1377
Sub01_H_T34_R_C01,Sub01_H,healthy,21,34,right,1,gait_initiation,39919,40037,118,1.1900000000000546,1387.6100000000001
Sub01_H_T34_R_C02,Sub01_H,healthy,21,34,right,2,unassigned_steady_or_transition,40037,40149,112,1.1199999999998909,1387.6100000000001
Sub01_H_T34_R_C03,Sub01_H,healthy,21,34,right,3,unassigned_steady_or_transition,40149,40267,118,1.1799999999998363,1387.6100000000001
Sub01_H_T34_R_C04,Sub01_H,healthy,21,34,right,4,unassigned_steady_or_transition,40267,40383,116,1.1700000000000728,1387.6100000000001
Sub01_H_T34_R_C05,Sub01_H,healthy,21,34,right,5,unassigned_steady_or_transition,40383,40505,122,1.2200000000000273,1387.6100000000001
Sub01_H_T34_R_C06,Sub01_H,healthy,21,34,right,6,unassigned_steady_or_transition,40505,40628,123,1.25,1387.6100000000001
Sub01_H_T34_R_C07,Sub01_H,healthy,21,34,right,7,unassigned_steady_or_transition,40628,40747,119,1.2000000000000455,1387.6100000000001
Sub01_H_T34_R_C08,Sub01_H,healthy,21,34,right,8,unassigned_steady_or_transition,40747,40862,115,1.1499999999998636,1387.6100000000001
Sub01_H_T34_R_C09,Sub01_H,healthy,21,34,right,9,unassigned_steady_or_transition,40862,40983,121,1.2300000000000182,1387.6100000000001
Sub01_H_T34_R_C10,Sub01_H,healthy,21,34,right,10,gait_termination,40983,41109,126,1.2699999999999818,1387.6100000000001
Sub01_H_T35_L_C01,Sub01_H,healthy,21,35,left,1,gait_initiation,42399,42526,127,1.2899999999999636,-2942.8285
Sub01_H_T35_L_C02,Sub01_H,healthy,21,35,left,2,unassigned_steady_or_transition,42526,42647,121,1.2200000000000273,-2942.8285
Sub01_H_T35_L_C03,Sub01_H,healthy,21,35,left,3,unassigned_steady_or_transition,42647,42725,78,0.7899999999999636,-2942.8285
Sub01_H_T35_L_C04,Sub01_H,healthy,21,35,left,4,unassigned_steady_or_transition,42725,42874,149,1.5,-2942.8285
Sub01_H_T35_L_C05,Sub01_H,healthy,21,35,left,5,unassigned_steady_or_transition,42874,42996,122,1.2300000000000182,-2942.8285
Sub01_H_T35_L_C06,Sub01_H,healthy,21,35,left,6,unassigned_steady_or_transition,42996,43112,116,1.1700000000000728,-2942.8285
Sub01_H_T35_L_C07,Sub01_H,healthy,21,35,left,7,unassigned_steady_or_transition,43112,43233,121,1.2200000000000273,-2942.8285
Sub01_H_T35_L_C08,Sub01_H,healthy,21,35,left,8,unassigned_steady_or_transition,43233,43358,125,1.259999999999991,-2942.8285
Sub01_H_T35_L_C09,Sub01_H,healthy,21,35,left,9,unassigned_steady_or_transition,43358,43466,108,1.099999999999909,-2942.8285
Sub01_H_T35_L_C10,Sub01_H,healthy,21,35,left,10,gait_termination,43466,43581,115,1.1600000000000819,-2942.8285
Sub01_H_T35_R_C01,Sub01_H,healthy,21,35,right,1,gait_initiation,42438,42571,133,1.3500000000001364,-1450.2
Sub01_H_T35_R_C02,Sub01_H,healthy,21,35,right,2,unassigned_steady_or_transition,42571,42679,108,1.0899999999999181,-1450.2
Sub01_H_T35_R_C03,Sub01_H,healthy,21,35,right,3,unassigned_steady_or_transition,42679,42799,120,1.2100000000000364,-1450.2
Sub01_H_T35_R_C04,Sub01_H,healthy,21,35,right,4,unassigned_steady_or_transition,42799,42920,121,1.2200000000000273,-1450.2
Sub01_H_T35_R_C05,Sub01_H,healthy,21,35,right,5,unassigned_steady_or_transition,42920,43040,120,1.2100000000000364,-1450.2
Sub01_H_T35_R_C06,Sub01_H,healthy,21,35,right,6,unassigned_steady_or_transition,43040,43158,118,1.2000000000000455,-1450.2
Sub01_H_T35_R_C07,Sub01_H,healthy,21,35,right,7,unassigned_steady_or_transition,43158,43258,100,1.0,-1450.2
Sub01_H_T35_R_C08,Sub01_H,healthy,21,35,right,8,unassigned_steady_or_transition,43258,43401,143,1.449999999999818,-1450.2
Sub01_H_T35_R_C09,Sub01_H,healthy,21,35,right,9,unassigned_steady_or_transition,43401,43516,115,1.1700000000000728,-1450.2
Sub01_H_T35_R_C10,Sub01_H,healthy,21,35,right,10,gait_termination,43516,43629,113,1.1400000000001,-1450.2
Sub01_H_T36_L_C01,Sub01_H,healthy,21,36,left,1,gait_initiation,45595,45709,114,1.1600000000000819,2915.0195
Sub01_H_T36_L_C02,Sub01_H,healthy,21,36,left,2,unassigned_steady_or_transition,45709,45826,117,1.1800000000000637,2915.0195
Sub01_H_T36_L_C03,Sub01_H,healthy,21,36,left,3,unassigned_steady_or_transition,45826,45940,114,1.1499999999998636,2915.0195
Sub01_H_T36_L_C04,Sub01_H,healthy,21,36,left,4,unassigned_steady_or_transition,45940,46057,117,1.1800000000000637,2915.0195
Sub01_H_T36_L_C05,Sub01_H,healthy,21,36,left,5,unassigned_steady_or_transition,46057,46178,121,1.2200000000000273,2915.0195
Sub01_H_T36_L_C06,Sub01_H,healthy,21,36,left,6,unassigned_steady_or_transition,46178,46303,125,1.259999999999991,2915.0195
Sub01_H_T36_L_C07,Sub01_H,healthy,21,36,left,7,unassigned_steady_or_transition,46303,46420,117,1.1800000000000637,2915.0195
Sub01_H_T36_L_C08,Sub01_H,healthy,21,36,left,8,unassigned_steady_or_transition,46420,46538,118,1.2000000000000455,2915.0195
Sub01_H_T36_L_C09,Sub01_H,healthy,21,36,left,9,gait_termination,46538,46659,121,1.209999999999809,2915.0195
Sub01_H_T36_R_C01,Sub01_H,healthy,21,36,right,1,gait_initiation,45531,45650,119,1.199999999999818,1410.71
Sub01_H_T36_R_C02,Sub01_H,healthy,21,36,right,2,unassigned_steady_or_transition,45650,45767,117,1.1900000000000546,1410.71
Sub01_H_T36_R_C03,Sub01_H,healthy,21,36,right,3,unassigned_steady_or_transition,45767,45884,117,1.1800000000000637,1410.71
Sub01_H_T36_R_C04,Sub01_H,healthy,21,36,right,4,unassigned_steady_or_transition,45884,45997,113,1.1399999999998727,1410.71
Sub01_H_T36_R_C05,Sub01_H,healthy,21,36,right,5,unassigned_steady_or_transition,45997,46117,120,1.209999999999809,1410.71
Sub01_H_T36_R_C06,Sub01_H,healthy,21,36,right,6,unassigned_steady_or_transition,46117,46239,122,1.2300000000000182,1410.71
Sub01_H_T36_R_C07,Sub01_H,healthy,21,36,right,7,unassigned_steady_or_transition,46239,46361,122,1.2300000000000182,1410.71
Sub01_H_T36_R_C08,Sub01_H,healthy,21,36,right,8,unassigned_steady_or_transition,46361,46475,114,1.150000000000091,1410.71
Sub01_H_T36_R_C09,Sub01_H,healthy,21,36,right,9,unassigned_steady_or_transition,46475,46598,123,1.240000000000009,1410.71
Sub01_H_T36_R_C10,Sub01_H,healthy,21,36,right,10,gait_termination,46598,46715,117,1.1700000000000728,1410.71
Sub01_H_T37_L_C01,Sub01_H,healthy,21,37,left,1,gait_initiation,47837,47946,109,1.1000000000001364,2917.6620500000004
Sub01_H_T37_L_C02,Sub01_H,healthy,21,37,left,2,unassigned_steady_or_transition,47946,48056,110,1.1099999999999,2917.6620500000004
Sub01_H_T37_L_C03,Sub01_H,healthy,21,37,left,3,unassigned_steady_or_transition,48056,48169,113,1.1400000000001,2917.6620500000004
Sub01_H_T37_L_C04,Sub01_H,healthy,21,37,left,4,unassigned_steady_or_transition,48169,48279,110,1.1099999999999,2917.6620500000004
Sub01_H_T37_L_C05,Sub01_H,healthy,21,37,left,5,unassigned_steady_or_transition,48279,48394,115,1.1600000000000819,2917.6620500000004
Sub01_H_T37_L_C06,Sub01_H,healthy,21,37,left,6,unassigned_steady_or_transition,48394,48509,115,1.1600000000000819,2917.6620500000004
Sub01_H_T37_L_C07,Sub01_H,healthy,21,37,left,7,unassigned_steady_or_transition,48509,48623,114,1.1499999999998636,2917.6620500000004
Sub01_H_T37_L_C08,Sub01_H,healthy,21,37,left,8,unassigned_steady_or_transition,48623,48734,111,1.1200000000001182,2917.6620500000004
Sub01_H_T37_L_C09,Sub01_H,healthy,21,37,left,9,unassigned_steady_or_transition,48734,48855,121,1.2200000000000273,2917.6620500000004
Sub01_H_T37_L_C10,Sub01_H,healthy,21,37,left,10,gait_termination,48855,48973,118,1.1899999999998272,2917.6620500000004
Sub01_H_T37_R_C01,Sub01_H,healthy,21,37,right,1,gait_initiation,47820,47936,116,1.1699999999998454,-1480.295
Sub01_H_T37_R_C02,Sub01_H,healthy,21,37,right,2,unassigned_steady_or_transition,47936,48033,97,0.9800000000000182,-1480.295
Sub01_H_T37_R_C03,Sub01_H,healthy,21,37,right,3,unassigned_steady_or_transition,48033,48132,99,0.9900000000000091,-1480.295
Sub01_H_T37_R_C04,Sub01_H,healthy,21,37,right,4,unassigned_steady_or_transition,48132,48250,118,1.1900000000000546,-1480.295
Sub01_H_T37_R_C05,Sub01_H,healthy,21,37,right,5,unassigned_steady_or_transition,48250,48365,115,1.1600000000000819,-1480.295
Sub01_H_T37_R_C06,Sub01_H,healthy,21,37,right,6,unassigned_steady_or_transition,48365,48501,136,1.3699999999998909,-1480.295
Sub01_H_T37_R_C07,Sub01_H,healthy,21,37,right,7,unassigned_steady_or_transition,48501,48612,111,1.1300000000001091,-1480.295
Sub01_H_T37_R_C08,Sub01_H,healthy,21,37,right,8,unassigned_steady_or_transition,48612,48723,111,1.1099999999999,-1480.295
Sub01_H_T37_R_C09,Sub01_H,healthy,21,37,right,9,unassigned_steady_or_transition,48723,48843,120,1.2100000000000364,-1480.295
Sub01_H_T37_R_C10,Sub01_H,healthy,21,37,right,10,gait_termination,48843,48941,98,0.9900000000000091,-1480.295
Sub01_H_T38_L_C01,Sub01_H,healthy,21,38,left,1,gait_initiation,50680,50800,120,1.2200000000000273,-3004.14475
Sub01_H_T38_L_C02,Sub01_H,healthy,21,38,left,2,unassigned_steady_or_transition,50800,50910,110,1.1099999999999,-3004.14475
Sub01_H_T38_L_C03,Sub01_H,healthy,21,38,left,3,unassigned_steady_or_transition,50910,51027,117,1.1800000000000637,-3004.14475
Sub01_H_T38_L_C04,Sub01_H,healthy,21,38,left,4,unassigned_steady_or_transition,51027,51147,120,1.2100000000000364,-3004.14475
Sub01_H_T38_L_C05,Sub01_H,healthy,21,38,left,5,unassigned_steady_or_transition,51147,51269,122,1.240000000000009,-3004.14475
Sub01_H_T38_L_C06,Sub01_H,healthy,21,38,left,6,unassigned_steady_or_transition,51269,51386,117,1.1800000000000637,-3004.14475
Sub01_H_T38_L_C07,Sub01_H,healthy,21,38,left,7,unassigned_steady_or_transition,51386,51505,119,1.199999999999818,-3004.14475
Sub01_H_T38_L_C08,Sub01_H,healthy,21,38,left,8,unassigned_steady_or_transition,51505,51627,122,1.2300000000000182,-3004.14475
Sub01_H_T38_L_C09,Sub01_H,healthy,21,38,left,9,unassigned_steady_or_transition,51627,51753,126,1.2700000000002092,-3004.14475
Sub01_H_T38_L_C10,Sub01_H,healthy,21,38,left,10,gait_termination,51753,51878,125,1.259999999999991,-3004.14475
Sub01_H_T38_R_C01,Sub01_H,healthy,21,38,right,1,gait_initiation,50675,50794,119,1.199999999999818,1386.5100000000002
Sub01_H_T38_R_C02,Sub01_H,healthy,21,38,right,2,unassigned_steady_or_transition,50794,50906,112,1.1299999999998818,1386.5100000000002
Sub01_H_T38_R_C03,Sub01_H,healthy,21,38,right,3,unassigned_steady_or_transition,50906,51022,116,1.1700000000000728,1386.5100000000002
Sub01_H_T38_R_C04,Sub01_H,healthy,21,38,right,4,unassigned_steady_or_transition,51022,51142,120,1.2100000000000364,1386.5100000000002
Sub01_H_T38_R_C05,Sub01_H,healthy,21,38,right,5,unassigned_steady_or_transition,51142,51262,120,1.2200000000000273,1386.5100000000002
Sub01_H_T38_R_C06,Sub01_H,healthy,21,38,right,6,unassigned_steady_or_transition,51262,51383,121,1.2199999999998,1386.5100000000002
Sub01_H_T38_R_C07,Sub01_H,healthy,21,38,right,7,unassigned_steady_or_transition,51383,51502,119,1.199999999999818,1386.5100000000002
Sub01_H_T38_R_C08,Sub01_H,healthy,21,38,right,8,unassigned_steady_or_transition,51502,51624,122,1.2300000000000182,1386.5100000000002
Sub01_H_T38_R_C09,Sub01_H,healthy,21,38,right,9,unassigned_steady_or_transition,51624,51748,124,1.259999999999991,1386.5100000000002
Sub01_H_T38_R_C10,Sub01_H,healthy,21,38,right,10,gait_termination,51748,51874,126,1.2699999999999818,1386.5100000000002
Sub01_H_T39_L_C01,Sub01_H,healthy,21,39,left,1,gait_initiation,53304,53422,118,1.2199999999998,2927.103
Sub01_H_T39_L_C02,Sub01_H,healthy,21,39,left,2,unassigned_steady_or_transition,53422,53537,115,1.1699999999998454,2927.103
Sub01_H_T39_L_C03,Sub01_H,healthy,21,39,left,3,unassigned_steady_or_transition,53537,53616,79,1.1600000000000819,2927.103
Sub01_H_T39_L_C04,Sub01_H,healthy,21,39,left,4,unassigned_steady_or_transition,53616,53733,117,1.1900000000000546,2927.103
Sub01_H_T39_L_C05,Sub01_H,healthy,21,39,left,5,unassigned_steady_or_transition,53733,53852,119,1.2000000000000455,2927.103
Sub01_H_T39_L_C06,Sub01_H,healthy,21,39,left,6,unassigned_steady_or_transition,53852,53969,117,1.1799999999998363,2927.103
Sub01_H_T39_L_C07,Sub01_H,healthy,21,39,left,7,unassigned_steady_or_transition,53969,54084,115,1.1600000000000819,2927.103
Sub01_H_T39_L_C08,Sub01_H,healthy,21,39,left,8,unassigned_steady_or_transition,54084,54204,120,1.2100000000000364,2927.103
Sub01_H_T39_L_C09,Sub01_H,healthy,21,39,left,9,unassigned_steady_or_transition,54204,54326,122,1.2300000000000182,2927.103
Sub01_H_T39_L_C10,Sub01_H,healthy,21,39,left,10,gait_termination,54326,54442,116,1.1800000000000637,2927.103
Sub01_H_T39_R_C01,Sub01_H,healthy,21,39,right,1,gait_initiation,53292,53413,121,1.240000000000009,-1529.65
Sub01_H_T39_R_C02,Sub01_H,healthy,21,39,right,2,unassigned_steady_or_transition,53413,53523,110,1.1300000000001091,-1529.65
Sub01_H_T39_R_C03,Sub01_H,healthy,21,39,right,3,unassigned_steady_or_transition,53523,53605,82,1.1899999999998272,-1529.65
Sub01_H_T39_R_C04,Sub01_H,healthy,21,39,right,4,unassigned_steady_or_transition,53605,53701,96,0.9700000000000273,-1529.65
Sub01_H_T39_R_C05,Sub01_H,healthy,21,39,right,5,unassigned_steady_or_transition,53701,53835,134,1.3500000000001364,-1529.65
Sub01_H_T39_R_C06,Sub01_H,healthy,21,39,right,6,unassigned_steady_or_transition,53835,53962,127,1.2899999999999636,-1529.65
Sub01_H_T39_R_C07,Sub01_H,healthy,21,39,right,7,unassigned_steady_or_transition,53962,54077,115,1.1600000000000819,-1529.65
Sub01_H_T39_R_C08,Sub01_H,healthy,21,39,right,8,unassigned_steady_or_transition,54077,54199,122,1.240000000000009,-1529.65
Sub01_H_T39_R_C09,Sub01_H,healthy,21,39,right,9,unassigned_steady_or_transition,54199,54313,114,1.1499999999998636,-1529.65
Sub01_H_T39_R_C10,Sub01_H,healthy,21,39,right,10,gait_termination,54313,54429,116,1.1800000000000637,-1529.65
Sub02_A_T01_L_C01,Sub02_A,amputee,1,1,left,1,gait_initiation,2483,2647,164,1.6599999999999966,1014.0508
Sub02_A_T01_L_C02,Sub02_A,amputee,1,1,left,2,unassigned_steady_or_transition,2647,2806,159,1.5999999999999943,1014.0508
Sub02_A_T01_L_C03,Sub02_A,amputee,1,1,left,3,unassigned_steady_or_transition,2806,2968,162,1.629999999999967,1014.0508
Sub02_A_T01_L_C04,Sub02_A,amputee,1,1,left,4,unassigned_steady_or_transition,2968,3133,165,1.6499999999999773,1014.0508
Sub02_A_T01_L_C05,Sub02_A,amputee,1,1,left,5,unassigned_steady_or_transition,3133,3306,173,1.740000000000009,1014.0508
Sub02_A_T01_L_C06,Sub02_A,amputee,1,1,left,6,unassigned_steady_or_transition,3306,3470,164,1.650000000000034,1014.0508
Sub02_A_T01_L_C07,Sub02_A,amputee,1,1,left,7,unassigned_steady_or_transition,3470,3646,176,1.7799999999999727,1014.0508
Sub02_A_T01_L_C08,Sub02_A,amputee,1,1,left,8,unassigned_steady_or_transition,3646,3816,170,1.7100000000000364,1014.0508
Sub02_A_T01_L_C09,Sub02_A,amputee,1,1,left,9,unassigned_steady_or_transition,3816,3981,165,1.6599999999999682,1014.0508
Sub02_A_T01_L_C10,Sub02_A,amputee,1,1,left,10,gait_termination,3981,4170,189,1.8899999999999864,1014.0508
Sub02_A_T01_R_C01,Sub02_A,amputee,1,1,right,1,gait_initiation,2567,2723,156,1.5699999999999932,211.5
Sub02_A_T01_R_C02,Sub02_A,amputee,1,1,right,2,unassigned_steady_or_transition,2723,2887,164,1.6399999999999864,211.5
Sub02_A_T01_R_C03,Sub02_A,amputee,1,1,right,3,unassigned_steady_or_transition,2887,3050,163,1.6400000000000432,211.5
Sub02_A_T01_R_C04,Sub02_A,amputee,1,1,right,4,unassigned_steady_or_transition,3050,3222,172,1.7299999999999613,211.5
